"st" "flag_fthb" "prop_type" "count" "fico_avg" "avg_ltv" "avg_dti" "year" "quart"
"9881" "NV" "" "CO" 67 721.223880597015 79.2238805970149 30.1492537313433 "2003" "4"
"9882" "NV" "" "MH" 25 684.28 82.04 34.96 "2003" "4"
"9883" "NV" "" "PU" 171 712.941520467836 73.1812865497076 30.9941520467836 "2003" "4"
"9884" "NV" "" "SF" 465 704.535483870968 72.152688172043 31.6516129032258 "2003" "4"
"9885" "NV" "N" "CO" 125 719.368 79.488 34.752 "2003" "4"
"9886" "NV" "N" "LH" 1 767 80 20 "2003" "4"
"9887" "NV" "N" "MH" 50 711.18 80.84 37.56 "2003" "4"
"9888" "NV" "N" "PU" 1093 719.3989021043 77.9277218664227 37.9121683440073 "2003" "4"
"9889" "NV" "N" "SF" 1259 712.872120730739 76.3820492454329 35.8570293884035 "2003" "4"
"9890" "NV" "Y" "CO" 28 736 84.25 32.75 "2003" "4"
"9891" "NV" "Y" "MH" 9 701.555555555556 91 33.5555555555556 "2003" "4"
"9892" "NV" "Y" "PU" 140 703.921428571429 86.6928571428571 36.2214285714286 "2003" "4"
"9893" "NV" "Y" "SF" 143 706.755244755245 83.9510489510489 36.0629370629371 "2003" "4"
"9894" "NY" "" "CO" 107 737.906542056075 65.0841121495327 27.2242990654206 "2003" "4"
"9895" "NY" "" "CP" 197 728.360406091371 55.9238578680203 31.1675126903553 "2003" "4"
"9896" "NY" "" "MH" 41 660.170731707317 88.3414634146341 35.5609756097561 "2003" "4"
"9897" "NY" "" "PU" 39 724.230769230769 66.9487179487179 23.6153846153846 "2003" "4"
"9898" "NY" "" "SF" 1612 710.892679900744 65.1265508684863 32.689205955335 "2003" "4"
"9899" "NY" "N" "CO" 1544 731.65932642487 65.6003886010363 29.4734455958549 "2003" "4"
"9900" "NY" "N" "CP" 426 728.291079812207 65.6291079812207 27.6971830985915 "2003" "4"
"9901" "NY" "N" "LH" 5 704 54.6 39.8 "2003" "4"
"9902" "NY" "N" "MH" 9 699 79.1111111111111 35 "2003" "4"
"9903" "NY" "N" "PU" 127 725.047244094488 69.3149606299213 34.8661417322835 "2003" "4"
"9904" "NY" "N" "SF" 10044 715.478195937873 69.6429709279172 35.4115890083632 "2003" "4"
"9905" "NY" "Y" "CO" 256 726.1015625 80.73046875 34.91015625 "2003" "4"
"9906" "NY" "Y" "CP" 175 721.474285714286 77.8742857142857 32.5314285714286 "2003" "4"
"9907" "NY" "Y" "MH" 12 686.25 88.5 38.75 "2003" "4"
"9908" "NY" "Y" "PU" 38 717.026315789474 82.1578947368421 36.8684210526316 "2003" "4"
"9909" "NY" "Y" "SF" 1582 719.084702907712 82.5410872313527 36.5474083438685 "2003" "4"
"9910" "OH" "" "CO" 46 732.45652173913 76.7608695652174 26.5217391304348 "2003" "4"
"9911" "OH" "" "MH" 5 694.2 78.4 31.2 "2003" "4"
"9912" "OH" "" "PU" 41 733.90243902439 71.5853658536585 21.780487804878 "2003" "4"
"9913" "OH" "" "SF" 1556 709.043701799486 75.5835475578406 32.7904884318766 "2003" "4"
"9914" "OH" "N" "CO" 400 733.3575 75.1875 35.4475 "2003" "4"
"9915" "OH" "N" "LH" 6 720.833333333333 81.6666666666667 35.3333333333333 "2003" "4"
"9916" "OH" "N" "MH" 59 696.084745762712 79.4915254237288 35.9661016949153 "2003" "4"
"9917" "OH" "N" "PU" 215 724.26511627907 78.3116279069767 36 "2003" "4"
"9918" "OH" "N" "SF" 7865 711.959059122696 77.4898919262556 34.3950413223141 "2003" "4"
"9919" "OH" "Y" "CO" 91 726.241758241758 84.1648351648352 35.2967032967033 "2003" "4"
"9920" "OH" "Y" "MH" 5 693.8 86 27.6 "2003" "4"
"9921" "OH" "Y" "PU" 31 716.064516129032 82.1935483870968 35.8387096774194 "2003" "4"
"9922" "OH" "Y" "SF" 979 719.35240040858 83.7803881511747 34.2778345250255 "2003" "4"
"9923" "OK" "" "CO" 5 724 69.2 34.6 "2003" "4"
"9924" "OK" "" "MH" 25 689.12 85.32 37.76 "2003" "4"
"9925" "OK" "" "PU" 6 701.333333333333 77.8333333333333 32.5 "2003" "4"
"9926" "OK" "" "SF" 231 701.47619047619 76.1601731601732 32.5108225108225 "2003" "4"
"9927" "OK" "N" "CO" 29 721.413793103448 84.0689655172414 27.3103448275862 "2003" "4"
"9928" "OK" "N" "LH" 2 740.5 83.5 35 "2003" "4"
"9929" "OK" "N" "MH" 15 670.333333333333 83.4 34.8 "2003" "4"
"9930" "OK" "N" "PU" 271 727.154981549815 77.9741697416974 31.7749077490775 "2003" "4"
"9931" "OK" "N" "SF" 1495 712.263545150502 80.2655518394649 31.4581939799331 "2003" "4"
"9932" "OK" "Y" "CO" 5 717.2 85.2 35.2 "2003" "4"
"9933" "OK" "Y" "MH" 1 608 90 33 "2003" "4"
"9934" "OK" "Y" "PU" 9 703.111111111111 74.6666666666667 32.6666666666667 "2003" "4"
"9935" "OK" "Y" "SF" 114 711.543859649123 85.9035087719298 31.3070175438597 "2003" "4"
"9936" "OR" "" "CO" 32 746.625 73.09375 25.15625 "2003" "4"
"9937" "OR" "" "MH" 40 714.375 76.175 40.475 "2003" "4"
"9938" "OR" "" "PU" 76 716.684210526316 72.6710526315789 28.8421052631579 "2003" "4"
"9939" "OR" "" "SF" 982 720.021384928717 72.0122199592668 31.8716904276986 "2003" "4"
"9940" "OR" "N" "CO" 82 735.353658536585 74.0853658536585 34.6951219512195 "2003" "4"
"9941" "OR" "N" "MH" 228 716.916666666667 76.4824561403509 37.8947368421053 "2003" "4"
"9942" "OR" "N" "PU" 391 730.994884910486 73.6061381074169 36.7595907928389 "2003" "4"
"9943" "OR" "N" "SF" 3115 723.449438202247 74.2886035313002 35.615088282504 "2003" "4"
"9944" "OR" "Y" "CO" 20 756.5 82.1 33.15 "2003" "4"
"9945" "OR" "Y" "MH" 22 699.545454545455 84.8636363636364 35.5454545454545 "2003" "4"
"9946" "OR" "Y" "PU" 55 737.309090909091 79.8909090909091 34.3818181818182 "2003" "4"
"9947" "OR" "Y" "SF" 358 722.958100558659 82.2932960893855 35.5754189944134 "2003" "4"
"9948" "PA" "" "CO" 47 722.212765957447 76.3829787234042 25.4255319148936 "2003" "4"
"9949" "PA" "" "MH" 8 724.5 74.25 36.75 "2003" "4"
"9950" "PA" "" "PU" 85 730.447058823529 72.3764705882353 22.6470588235294 "2003" "4"
"9951" "PA" "" "SF" 1348 712.143916913947 73.3842729970326 31.1580118694362 "2003" "4"
"9952" "PA" "N" "CO" 382 724.397905759162 74.3350785340314 34.5680628272251 "2003" "4"
"9953" "PA" "N" "LH" 2 738 86.5 36.5 "2003" "4"
"9954" "PA" "N" "MH" 11 680.363636363636 74.8181818181818 37 "2003" "4"
"9955" "PA" "N" "PU" 659 724.745068285281 75.2655538694992 34.8239757207891 "2003" "4"
"9956" "PA" "N" "SF" 7571 718.301545370493 76.4880464931977 34.3702285035002 "2003" "4"
"9957" "PA" "Y" "CO" 142 726.56338028169 81.5633802816901 33.7323943661972 "2003" "4"
"9958" "PA" "Y" "MH" 5 729.4 81.8 35.2 "2003" "4"
"9959" "PA" "Y" "PU" 126 718.714285714286 81.3253968253968 35.1269841269841 "2003" "4"
"9960" "PA" "Y" "SF" 1265 721.335968379447 83.8806324110672 33.7422924901186 "2003" "4"
"9961" "PR" "" "CO" 4 739.5 75 28.25 "2003" "4"
"9962" "PR" "" "SF" 7 693.857142857143 75.5714285714286 34.7142857142857 "2003" "4"
"9963" "PR" "N" "CO" 90 687.711111111111 73.4777777777778 36.1777777777778 "2003" "4"
"9964" "PR" "N" "SF" 527 677.749525616698 73.8519924098672 36.1442125237192 "2003" "4"
"9965" "PR" "Y" "CO" 34 715.117647058824 82.7352941176471 38.4411764705882 "2003" "4"
"9966" "PR" "Y" "SF" 187 681.764705882353 79.0374331550802 35.0320855614973 "2003" "4"
"9967" "RI" "" "CO" 14 694.285714285714 71.6428571428571 27 "2003" "4"
"9968" "RI" "" "SF" 133 705.714285714286 69.9924812030075 35.1654135338346 "2003" "4"
"9969" "RI" "N" "CO" 54 725.037037037037 71.5 34.5740740740741 "2003" "4"
"9970" "RI" "N" "MH" 3 783.666666666667 57.6666666666667 41.6666666666667 "2003" "4"
"9971" "RI" "N" "SF" 706 710.150141643059 70.5750708215297 36.0382436260623 "2003" "4"
"9972" "RI" "Y" "CO" 11 722.636363636364 83.8181818181818 34.0909090909091 "2003" "4"
"9973" "RI" "Y" "SF" 58 732.241379310345 80.3103448275862 36.2068965517241 "2003" "4"
"9974" "SC" "" "CO" 58 724.98275862069 79.0344827586207 33.9655172413793 "2003" "4"
"9975" "SC" "" "MH" 11 660.181818181818 86.6363636363636 34.5454545454545 "2003" "4"
"9976" "SC" "" "PU" 45 709.022222222222 77 35.5777777777778 "2003" "4"
"9977" "SC" "" "SF" 454 696.328193832599 77.8700440528634 33.0770925110132 "2003" "4"
"9978" "SC" "N" "" 1 766 90 23 "2003" "4"
"9979" "SC" "N" "CO" 252 731.404761904762 79.4047619047619 32.7142857142857 "2003" "4"
"9980" "SC" "N" "LH" 3 793.666666666667 70.3333333333333 46 "2003" "4"
"9981" "SC" "N" "MH" 58 687.98275862069 85.2068965517241 36.1724137931034 "2003" "4"
"9982" "SC" "N" "PU" 697 719.962697274032 78.206599713056 34.5437589670014 "2003" "4"
"9983" "SC" "N" "SF" 2292 709.9092495637 79.7404013961606 33.2665794066318 "2003" "4"
"9984" "SC" "Y" "CO" 14 711.071428571429 84.2857142857143 34.2857142857143 "2003" "4"
"9985" "SC" "Y" "MH" 17 671.882352941176 90.7058823529412 36.7058823529412 "2003" "4"
"9986" "SC" "Y" "PU" 69 694.855072463768 87.1594202898551 36.4927536231884 "2003" "4"
"9987" "SC" "Y" "SF" 166 703.361445783133 88.3313253012048 33.144578313253 "2003" "4"
"9988" "SD" "" "CO" 1 755 78 25 "2003" "4"
"9989" "SD" "" "MH" 14 697.5 85.7142857142857 37.6428571428571 "2003" "4"
"9990" "SD" "" "PU" 1 751 88 15 "2003" "4"
"9991" "SD" "" "SF" 226 722.08407079646 78.4513274336283 32.358407079646 "2003" "4"
"9992" "SD" "N" "CO" 4 764.25 71.75 34.5 "2003" "4"
"9993" "SD" "N" "MH" 4 714.25 83.25 38.75 "2003" "4"
"9994" "SD" "N" "PU" 2 717 65 35.5 "2003" "4"
"9995" "SD" "N" "SF" 338 728.849112426036 79.1301775147929 35.9822485207101 "2003" "4"
"9996" "SD" "Y" "MH" 1 660 95 49 "2003" "4"
"9997" "SD" "Y" "PU" 2 735 84 28 "2003" "4"
"9998" "SD" "Y" "SF" 77 726.415584415584 84.2077922077922 36.0649350649351 "2003" "4"
"9999" "TN" "" "CO" 14 727.285714285714 75.6428571428571 28.7142857142857 "2003" "4"
"10000" "TN" "" "MH" 30 672.633333333333 85.7333333333333 39.3666666666667 "2003" "4"
"10001" "TN" "" "PU" 37 717.459459459459 75.3783783783784 28.5135135135135 "2003" "4"
"10002" "TN" "" "SF" 557 708.696588868941 76.7881508078995 33.7001795332136 "2003" "4"
"10003" "TN" "N" "CO" 69 732.855072463768 76.2898550724638 32.7826086956522 "2003" "4"
"10004" "TN" "N" "LH" 1 646 61 53 "2003" "4"
"10005" "TN" "N" "MH" 37 679.864864864865 81.3783783783784 35.9189189189189 "2003" "4"
"10006" "TN" "N" "PU" 233 726.935622317597 77.2789699570815 37.2489270386266 "2003" "4"
"10007" "TN" "N" "SF" 2357 712.916843445057 79.4340263046245 34.6300381841324 "2003" "4"
"10008" "TN" "Y" "CO" 25 721.56 84.8 35.32 "2003" "4"
"10009" "TN" "Y" "MH" 3 686.666666666667 94.3333333333333 26.3333333333333 "2003" "4"
"10010" "TN" "Y" "PU" 25 731.64 85.2 36.48 "2003" "4"
"10011" "TN" "Y" "SF" 244 719.356557377049 84.983606557377 34.5655737704918 "2003" "4"
"10012" "TX" "" "CO" 53 714.11320754717 80.4716981132076 33.1320754716981 "2003" "4"
"10013" "TX" "" "MH" 40 692.85 81.975 36.875 "2003" "4"
"10014" "TX" "" "PU" 295 712.769491525424 76.071186440678 26.9457627118644 "2003" "4"
"10015" "TX" "" "SF" 1291 700.512006196747 76.2571649883811 33.7877614252517 "2003" "4"
"10016" "TX" "N" "CO" 292 728.075342465753 80.8972602739726 32.4691780821918 "2003" "4"
"10017" "TX" "N" "MH" 108 691.268518518518 85.3981481481482 39.8796296296296 "2003" "4"
"10018" "TX" "N" "PU" 3359 713.738017267044 78.5046144685918 36.3501041976779 "2003" "4"
"10019" "TX" "N" "SF" 6962 711.104711289859 78.6521114622235 35.2631427750646 "2003" "4"
"10020" "TX" "Y" "CO" 95 717.673684210526 86.4105263157895 34.7684210526316 "2003" "4"
"10021" "TX" "Y" "MH" 18 699.166666666667 92.8888888888889 35.5555555555556 "2003" "4"
"10022" "TX" "Y" "PU" 655 712.195419847328 83.4488549618321 35.9236641221374 "2003" "4"
"10023" "TX" "Y" "SF" 1224 710.550653594771 85.3112745098039 33.8651960784314 "2003" "4"
"10024" "UT" "" "CO" 31 715.096774193548 78.5483870967742 23.7741935483871 "2003" "4"
"10025" "UT" "" "MH" 8 723.625 80.5 40 "2003" "4"
"10026" "UT" "" "PU" 27 720.925925925926 77.3333333333333 27.5555555555556 "2003" "4"
"10027" "UT" "" "SF" 415 712.987951807229 75.5903614457831 32.4843373493976 "2003" "4"
"10028" "UT" "N" "CO" 119 729.647058823529 79.6806722689076 29.3193277310924 "2003" "4"
"10029" "UT" "N" "MH" 22 726.454545454545 86.7727272727273 40.3181818181818 "2003" "4"
"10030" "UT" "N" "PU" 149 726.456375838926 76.5906040268456 36.0671140939597 "2003" "4"
"10031" "UT" "N" "SF" 1919 718.825429911412 78.363210005211 36.1756122980719 "2003" "4"
"10032" "UT" "Y" "CO" 31 704.032258064516 82.1290322580645 34.6451612903226 "2003" "4"
"10033" "UT" "Y" "MH" 1 763 90 21 "2003" "4"
"10034" "UT" "Y" "PU" 24 729.208333333333 78.4166666666667 32 "2003" "4"
"10035" "UT" "Y" "SF" 184 727.33152173913 85.0217391304348 35.0326086956522 "2003" "4"
"10036" "VA" "" "CO" 114 732.385964912281 72.4298245614035 28.1140350877193 "2003" "4"
"10037" "VA" "" "MH" 12 694.666666666667 80.4166666666667 37.4166666666667 "2003" "4"
"10038" "VA" "" "PU" 199 724.874371859297 70.356783919598 25.8442211055276 "2003" "4"
"10039" "VA" "" "SF" 803 713.003735990037 70.239103362391 30.3001245330012 "2003" "4"
"10040" "VA" "N" "CO" 647 730.22256568779 73.3415765069552 32.6908809891808 "2003" "4"
"10041" "VA" "N" "LH" 1 688 85 39 "2003" "4"
"10042" "VA" "N" "MH" 45 705.244444444444 82.5333333333333 36.9777777777778 "2003" "4"
"10043" "VA" "N" "PU" 1616 723.527846534653 72.6188118811881 35.1936881188119 "2003" "4"
"10044" "VA" "N" "SF" 4883 719.674790088061 72.4302682776981 33.9365144378456 "2003" "4"
"10045" "VA" "Y" "CO" 108 736.712962962963 79.4166666666667 35.4537037037037 "2003" "4"
"10046" "VA" "Y" "MH" 4 712.5 78 41.25 "2003" "4"
"10047" "VA" "Y" "PU" 188 729.813829787234 79.686170212766 35.6010638297872 "2003" "4"
"10048" "VA" "Y" "SF" 351 728.863247863248 79.8347578347578 34.3390313390313 "2003" "4"
"10049" "VI" "N" "CO" 9 711.222222222222 68.7777777777778 33.5555555555556 "2003" "4"
"10050" "VI" "N" "SF" 11 715.454545454545 65.5454545454545 39.0909090909091 "2003" "4"
"10051" "VT" "" "CO" 16 728.4375 74.125 36.5 "2003" "4"
"10052" "VT" "" "MH" 3 646.666666666667 79 35.3333333333333 "2003" "4"
"10053" "VT" "" "SF" 89 717.966292134831 66.8426966292135 35.9550561797753 "2003" "4"
"10054" "VT" "N" "CO" 108 722.037037037037 73.0092592592593 33.462962962963 "2003" "4"
"10055" "VT" "N" "MH" 10 714.9 73.1 38.8 "2003" "4"
"10056" "VT" "N" "PU" 26 714.230769230769 73.5769230769231 36.8846153846154 "2003" "4"
"10057" "VT" "N" "SF" 796 715.650753768844 69.4484924623116 37.1469849246231 "2003" "4"
"10058" "VT" "Y" "CO" 9 724.888888888889 82.4444444444444 34.2222222222222 "2003" "4"
"10059" "VT" "Y" "MH" 7 700 86.8571428571429 35.4285714285714 "2003" "4"
"10060" "VT" "Y" "PU" 2 664 93.5 33.5 "2003" "4"
"10061" "VT" "Y" "SF" 67 716.194029850746 86.089552238806 36.7910447761194 "2003" "4"
"10062" "WA" "" "CO" 56 744.553571428571 72.8035714285714 20.9464285714286 "2003" "4"
"10063" "WA" "" "MH" 59 695.847457627119 77.8135593220339 36.0508474576271 "2003" "4"
"10064" "WA" "" "PU" 131 728.801526717557 70.2137404580153 28.7557251908397 "2003" "4"
"10065" "WA" "" "SF" 1215 713.035390946502 72.1893004115226 32.9135802469136 "2003" "4"
"10066" "WA" "N" "CO" 283 732.826855123675 74.9399293286219 37.1696113074205 "2003" "4"
"10067" "WA" "N" "MH" 219 710.844748858447 77.4840182648402 37.8173515981735 "2003" "4"
"10068" "WA" "N" "PU" 642 723.88785046729 74.6915887850467 37.1121495327103 "2003" "4"
"10069" "WA" "N" "SF" 4358 718.953189536485 74.2081229921983 35.8880220284534 "2003" "4"
"10070" "WA" "Y" "CO" 79 741.46835443038 82.4810126582279 34.0506329113924 "2003" "4"
"10071" "WA" "Y" "MH" 27 679.296296296296 88.9259259259259 39.2592592592593 "2003" "4"
"10072" "WA" "Y" "PU" 85 728.176470588235 80.9176470588235 38.2705882352941 "2003" "4"
"10073" "WA" "Y" "SF" 445 719.01797752809 83.1640449438202 35.8696629213483 "2003" "4"
"10074" "WI" "" "CO" 30 728.3 74.8666666666667 32.5333333333333 "2003" "4"
"10075" "WI" "" "MH" 7 714.142857142857 72.7142857142857 40 "2003" "4"
"10076" "WI" "" "PU" 5 729.8 70.4 25.2 "2003" "4"
"10077" "WI" "" "SF" 993 707.85498489426 74.5387713997986 34.8721047331319 "2003" "4"
"10078" "WI" "N" "CO" 206 732.81067961165 73.9223300970874 35.7864077669903 "2003" "4"
"10079" "WI" "N" "LH" 3 698 73.6666666666667 33.6666666666667 "2003" "4"
"10080" "WI" "N" "MH" 34 712.705882352941 76.4411764705882 36.1764705882353 "2003" "4"
"10081" "WI" "N" "PU" 21 751.666666666667 74.8571428571429 36.3809523809524 "2003" "4"
"10082" "WI" "N" "SF" 4573 719.281215832058 75.6829214957358 35.0745681172097 "2003" "4"
"10083" "WI" "Y" "CO" 57 730.298245614035 80.9824561403509 35.0701754385965 "2003" "4"
"10084" "WI" "Y" "MH" 3 632.666666666667 94 42 "2003" "4"
"10085" "WI" "Y" "PU" 6 716.833333333333 90.8333333333333 33 "2003" "4"
"10086" "WI" "Y" "SF" 541 717.569316081331 85.5064695009242 35.6950092421442 "2003" "4"
"10087" "WV" "" "MH" 2 721 80.5 36.5 "2003" "4"
"10088" "WV" "" "PU" 13 720.384615384615 75.4615384615385 30.1538461538462 "2003" "4"
"10089" "WV" "" "SF" 122 703.05737704918 75.5819672131148 29.9508196721311 "2003" "4"
"10090" "WV" "N" "CO" 6 725 85.3333333333333 31.1666666666667 "2003" "4"
"10091" "WV" "N" "MH" 11 676.636363636364 85.2727272727273 33.7272727272727 "2003" "4"
"10092" "WV" "N" "PU" 71 717.732394366197 73.9295774647887 34.0140845070423 "2003" "4"
"10093" "WV" "N" "SF" 569 710.606326889279 77.323374340949 33.0351493848858 "2003" "4"
"10094" "WV" "Y" "CO" 1 720 95 33 "2003" "4"
"10095" "WV" "Y" "PU" 15 695.466666666667 80.4 31.3333333333333 "2003" "4"
"10096" "WV" "Y" "SF" 78 718.884615384615 84.7564102564103 32.8846153846154 "2003" "4"
"10097" "WY" "" "CO" 1 672 95 21 "2003" "4"
"10098" "WY" "" "MH" 21 713.571428571429 81.2857142857143 34.4761904761905 "2003" "4"
"10099" "WY" "" "PU" 1 740 50 18 "2003" "4"
"10100" "WY" "" "SF" 162 709.530864197531 74.3086419753086 33.1234567901235 "2003" "4"
"10101" "WY" "N" "CO" 1 778 80 25 "2003" "4"
"10102" "WY" "N" "MH" 18 715.166666666667 79.1666666666667 34.8333333333333 "2003" "4"
"10103" "WY" "N" "PU" 7 710.857142857143 74 35 "2003" "4"
"10104" "WY" "N" "SF" 259 722.633204633205 78.1583011583012 34.4749034749035 "2003" "4"
"10105" "WY" "Y" "CO" 2 743.5 87.5 37 "2003" "4"
"10106" "WY" "Y" "MH" 3 714 95 40.3333333333333 "2003" "4"
"10107" "WY" "Y" "SF" 48 719.083333333333 84.1666666666667 35.4166666666667 "2003" "4"
"10108" "AK" "" "CO" 19 715.210526315789 81.0526315789474 31.3684210526316 "2004" "1"
"10109" "AK" "" "MH" 1 758 74 20 "2004" "1"
"10110" "AK" "" "PU" 17 719.235294117647 78.6470588235294 29.4705882352941 "2004" "1"
"10111" "AK" "" "SF" 143 712.104895104895 73.3566433566434 33.2587412587413 "2004" "1"
"10112" "AK" "N" "CO" 45 721.222222222222 79.8222222222222 37.8222222222222 "2004" "1"
"10113" "AK" "N" "MH" 2 769.5 64.5 41.5 "2004" "1"
"10114" "AK" "N" "PU" 50 713.36 78.26 37.34 "2004" "1"
"10115" "AK" "N" "SF" 335 702.450746268657 78.2716417910448 37.1253731343284 "2004" "1"
"10116" "AK" "Y" "CO" 5 731.6 90 39.6 "2004" "1"
"10117" "AK" "Y" "PU" 4 740.75 84.75 33.25 "2004" "1"
"10118" "AK" "Y" "SF" 31 696.193548387097 86.6129032258064 39.6451612903226 "2004" "1"
"10119" "AL" "" "CO" 10 732.6 82.1 27.2 "2004" "1"
"10120" "AL" "" "LH" 1 704 66 42 "2004" "1"
"10121" "AL" "" "MH" 6 721.666666666667 86.3333333333333 35.6666666666667 "2004" "1"
"10122" "AL" "" "PU" 41 733.609756097561 74.1951219512195 23.9512195121951 "2004" "1"
"10123" "AL" "" "SF" 454 712.812775330396 75.9537444933921 30.3436123348018 "2004" "1"
"10124" "AL" "N" "CO" 106 736.594339622642 75.2924528301887 31.7735849056604 "2004" "1"
"10125" "AL" "N" "LH" 1 730 80 31 "2004" "1"
"10126" "AL" "N" "MH" 17 726.117647058824 86.8823529411765 30.9411764705882 "2004" "1"
"10127" "AL" "N" "PU" 211 731.327014218009 74.9478672985782 34.4312796208531 "2004" "1"
"10128" "AL" "N" "SF" 2160 714.671296296296 78.6592592592593 33.7240740740741 "2004" "1"
"10129" "AL" "Y" "CO" 8 736.125 86.875 29.375 "2004" "1"
"10130" "AL" "Y" "MH" 2 660 94 35 "2004" "1"
"10131" "AL" "Y" "PU" 32 727.5 83.1875 31.90625 "2004" "1"
"10132" "AL" "Y" "SF" 203 699.945812807882 85.6305418719212 32.8029556650246 "2004" "1"
"10133" "AR" "" "CO" 2 775.5 89.5 22.5 "2004" "1"
"10134" "AR" "" "MH" 2 713 83 27.5 "2004" "1"
"10135" "AR" "" "PU" 24 741.916666666667 73.2083333333333 27.9583333333333 "2004" "1"
"10136" "AR" "" "SF" 165 713.09696969697 77.8121212121212 26.1090909090909 "2004" "1"
"10137" "AR" "N" "CO" 12 727.083333333333 83.25 33.3333333333333 "2004" "1"
"10138" "AR" "N" "MH" 4 724.25 86.75 46.5 "2004" "1"
"10139" "AR" "N" "PU" 88 723.181818181818 74.8863636363636 33.3409090909091 "2004" "1"
"10140" "AR" "N" "SF" 863 716.43684820394 78.1506373117034 33.2456546929316 "2004" "1"
"10141" "AR" "Y" "CO" 2 729.5 66 35 "2004" "1"
"10142" "AR" "Y" "MH" 1 789 95 32 "2004" "1"
"10143" "AR" "Y" "PU" 10 711.7 83.5 34.3 "2004" "1"
"10144" "AR" "Y" "SF" 75 708.76 86 35.8533333333333 "2004" "1"
"10145" "AZ" "" "CO" 72 733.916666666667 75.2361111111111 27.8333333333333 "2004" "1"
"10146" "AZ" "" "MH" 52 701.538461538462 79.9807692307692 32.3269230769231 "2004" "1"
"10147" "AZ" "" "PU" 461 731.620390455531 71.9739696312364 23.9067245119306 "2004" "1"
"10148" "AZ" "" "SF" 1159 724.889559965487 70.1147540983606 30.0025884383089 "2004" "1"
"10149" "AZ" "N" "CO" 240 728.670833333333 76.3625 34.275 "2004" "1"
"10150" "AZ" "N" "MH" 118 731.14406779661 79.1016949152542 37.0338983050847 "2004" "1"
"10151" "AZ" "N" "PU" 2496 724.117788461538 76.9146634615385 36.0504807692308 "2004" "1"
"10152" "AZ" "N" "SF" 2754 717.614379084967 75.8903413217139 34.7091503267974 "2004" "1"
"10153" "AZ" "Y" "CO" 36 724.888888888889 82.9444444444444 32.4722222222222 "2004" "1"
"10154" "AZ" "Y" "MH" 19 708.947368421053 86.7368421052632 32.9473684210526 "2004" "1"
"10155" "AZ" "Y" "PU" 307 720.599348534202 81.8208469055375 35.4560260586319 "2004" "1"
"10156" "AZ" "Y" "SF" 191 714.094240837696 83.4031413612565 35.6387434554974 "2004" "1"
"10157" "CA" "" "CO" 768 730.2109375 64.5924479166667 32.2786458333333 "2004" "1"
"10158" "CA" "" "LH" 1 731 78 47 "2004" "1"
"10159" "CA" "" "MH" 44 713.977272727273 68.8181818181818 39.7727272727273 "2004" "1"
"10160" "CA" "" "PU" 780 734.230769230769 61.5833333333333 30.3217948717949 "2004" "1"
"10161" "CA" "" "SF" 7386 722.973598700244 60.8109937720011 33.341727592743 "2004" "1"
"10162" "CA" "N" "CO" 1857 728.002692514809 66.5142703284868 36.553042541734 "2004" "1"
"10163" "CA" "N" "LH" 3 686 65.3333333333333 44 "2004" "1"
"10164" "CA" "N" "MH" 195 713.902564102564 74.5692307692308 39.1076923076923 "2004" "1"
"10165" "CA" "N" "PU" 2607 725.048714998082 62.2800153433065 36.7207518220176 "2004" "1"
"10166" "CA" "N" "SF" 20514 713.803012576777 64.3778882714244 36.9075753144194 "2004" "1"
"10167" "CA" "Y" "CO" 231 734.852813852814 75.4632034632035 38.7445887445887 "2004" "1"
"10168" "CA" "Y" "MH" 19 717.736842105263 80.3684210526316 39.6315789473684 "2004" "1"
"10169" "CA" "Y" "PU" 162 728.037037037037 74.2592592592593 39.8888888888889 "2004" "1"
"10170" "CA" "Y" "SF" 949 719.695468914647 78.7650158061117 38.5152792413066 "2004" "1"
"10171" "CO" "" "CO" 133 732.037593984962 72.1278195488722 29.593984962406 "2004" "1"
"10172" "CO" "" "MH" 24 701.833333333333 75.3333333333333 40.7916666666667 "2004" "1"
"10173" "CO" "" "PU" 381 731.1312335958 68.5223097112861 27.0787401574803 "2004" "1"
"10174" "CO" "" "SF" 1263 726.011876484561 67.7577197149644 31.1844813935075 "2004" "1"
"10175" "CO" "N" "CO" 292 739.472602739726 72.0445205479452 35.75 "2004" "1"
"10176" "CO" "N" "MH" 38 724.447368421053 72.0263157894737 37.2631578947368 "2004" "1"
"10177" "CO" "N" "PU" 1193 730.97820620285 72.81307627829 36.4585079631182 "2004" "1"
"10178" "CO" "N" "SF" 2822 724.533664068037 72.0889440113395 35.3330970942594 "2004" "1"
"10179" "CO" "Y" "CO" 52 727.5 78.6153846153846 34.1923076923077 "2004" "1"
"10180" "CO" "Y" "MH" 3 704 85 47.6666666666667 "2004" "1"
"10181" "CO" "Y" "PU" 119 733.521008403361 78.4873949579832 35.9327731092437 "2004" "1"
"10182" "CO" "Y" "SF" 177 728.666666666667 80.5028248587571 35.0960451977401 "2004" "1"
"10183" "CT" "" "CO" 43 723.046511627907 67.3255813953488 28.7906976744186 "2004" "1"
"10184" "CT" "" "PU" 10 756.7 68.8 18.3 "2004" "1"
"10185" "CT" "" "SF" 445 722.955056179775 65.2449438202247 28.2269662921348 "2004" "1"
"10186" "CT" "N" "CO" 238 718.378151260504 74.1638655462185 35.7689075630252 "2004" "1"
